locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HNEAP_RS09570	HNEAP_RS09570	1	NC_013422.1	2057602	2058354	-	NA	3-oxoacyl-ACP reductase FabG	0.5923	13	FALSE
HNEAP_RS09575	HNEAP_RS09575	1	NC_013422.1	2058406	2059326	-	NA	[acyl-carrier-protein] S-malonyltransferase	0.6156	12	FALSE
HNEAP_RS09580	HNEAP_RS09580	1	NC_013422.1	2059516	2060691	+	NA	glycosyltransferase family 4 protein	0.5595	23	TRUE
HNEAP_RS09585	HNEAP_RS09585	1	NC_013422.1	2060851	2062635	+	NA	RNA helicase	0.5927	21	TRUE
HNEAP_RS09590	HNEAP_RS09590	1	NC_013422.1	2062803	2063378	+	NA	methylated-DNA--[protein]-cysteine S-methyltransferase	0.5503	15	TRUE
HNEAP_RS09595	HNEAP_RS09595	1	NC_013422.1	2063490	2064668	-	NA	formate-dependent phosphoribosylglycinamide formyltransferase	0.6022	20	TRUE
HNEAP_RS09600	HNEAP_RS09600	1	NC_013422.1	2064780	2065127	-	NA	DUF3301 domain-containing protein	0.5172	6	TRUE
HNEAP_RS09605	HNEAP_RS09605	1	NC_013422.1	2065342	2065557	+	NA	30S ribosomal protein S21	0.537	3	FALSE
HNEAP_RS09610	HNEAP_RS09610	1	NC_013422.1	2065593	2066042	+	NA	hypothetical protein	0.58	9	TRUE
HNEAP_RS09615	HNEAP_RS09615	1	NC_013422.1	2066164	2067573	+	NA	glutamate synthase subunit beta	0.5652	26	FALSE
HNEAP_RS09620	HNEAP_RS09620	1	NC_013422.1	2067754	2068851	+	NA	uroporphyrinogen decarboxylase	0.5856	21	FALSE
HNEAP_RS09625	HNEAP_RS09625	1	NC_013422.1	2068885	2069487	-	NA	hypothetical protein	0.5406	12	TRUE
HNEAP_RS09630	HNEAP_RS09630	1	NC_013422.1	2069506	2071878	-	NA	penicillin-binding protein 1A	0.5192	61	TRUE
HNEAP_RS09635	HNEAP_RS09635	1	NC_013422.1	2072022	2073119	+	NA	pilus assembly protein PilM	0.5046	29	TRUE
HNEAP_RS09640	HNEAP_RS09640	1	NC_013422.1	2073116	2073706	+	NA	fimbrial assembly family protein	0.467	15	TRUE
HNEAP_RS09645	HNEAP_RS09645	1	NC_013422.1	2073710	2074324	+	NA	pilus assembly protein PilO	0.4732	13	TRUE
HNEAP_RS09650	HNEAP_RS09650	1	NC_013422.1	2074321	2074872	+	NA	pilus assembly protein PilP	0.5036	12	TRUE
HNEAP_RS09655	HNEAP_RS09655	1	NC_013422.1	2074892	2077081	+	NA	type IV pilus secretin PilQ	0.5041	55	TRUE
HNEAP_RS09660	HNEAP_RS09660	1	NC_013422.1	2077153	2077656	+	NA	shikimate kinase AroK	0.5179	16	FALSE
HNEAP_RS09665	HNEAP_RS09665	1	NC_013422.1	2077867	2078904	+	NA	IS5/IS1182 family transposase	0.5645	14	FALSE
HNEAP_RS09670	HNEAP_RS09670	1	NC_013422.1	2079276	2080307	-	NA	RNA polymerase sigma factor RpoS	0.5048	17	TRUE
HNEAP_RS09675	HNEAP_RS09675	1	NC_013422.1	2080688	2081911	+	NA	hypothetical protein	0.5547	23	TRUE
HNEAP_RS09680	HNEAP_RS09680	1	NC_013422.1	2081916	2083031	+	NA	phosphoserine transaminase	0.5358	20	TRUE
HNEAP_RS09685	HNEAP_RS09685	1	NC_013422.1	2083085	2083558	+	NA	NUDIX hydrolase	0.519	11	TRUE
HNEAP_RS09690	HNEAP_RS09690	1	NC_013422.1	2083555	2084688	+	NA	tRNA 2-thiouridine(34) synthase MnmA	0.5582	25	FALSE
HNEAP_RS09695	HNEAP_RS09695	1	NC_013422.1	2084724	2085353	+	NA	DUF489 domain-containing protein	0.5381	13	TRUE
HNEAP_RS09700	HNEAP_RS09700	1	NC_013422.1	2085404	2085727	-	NA	DUF2818 domain-containing protein	0.5093	8	FALSE
HNEAP_RS09705	HNEAP_RS09705	1	NC_013422.1	2085805	2087250	-	NA	NADH-quinone oxidoreductase subunit NuoN	0.5491	36	FALSE
HNEAP_RS09710	HNEAP_RS09710	1	NC_013422.1	2087259	2088782	-	NA	NADH-quinone oxidoreductase subunit M	0.5459	33	FALSE
HNEAP_RS09715	HNEAP_RS09715	1	NC_013422.1	2088808	2090766	-	NA	NADH-quinone oxidoreductase subunit L	0.5411	43	FALSE
HNEAP_RS09720	HNEAP_RS09720	1	NC_013422.1	2090770	2091075	-	NA	NADH-quinone oxidoreductase subunit NuoK	0.4902	7	FALSE
HNEAP_RS09725	HNEAP_RS09725	1	NC_013422.1	2091068	2091727	-	NA	NADH:ubiquinone oxidoreductase subunit J	0.5318	10	FALSE
HNEAP_RS09730	HNEAP_RS09730	1	NC_013422.1	2091793	2092281	-	NA	NADH-quinone oxidoreductase subunit NuoI	0.5276	13	FALSE
HNEAP_RS09735	HNEAP_RS09735	1	NC_013422.1	2092353	2093411	-	NA	NADH-quinone oxidoreductase subunit NuoH	0.5326	23	FALSE
HNEAP_RS09740	HNEAP_RS09740	1	NC_013422.1	2093405	2095789	-	NA	NADH-quinone oxidoreductase subunit G	0.5711	40	FALSE
HNEAP_RS09745	HNEAP_RS09745	1	NC_013422.1	2095815	2097104	-	NA	NADH-quinone oxidoreductase subunit F	0.5636	24	FALSE
HNEAP_RS09750	HNEAP_RS09750	1	NC_013422.1	2097109	2097606	-	NA	NAD(P)H-dependent oxidoreductase subunit E	0.5181	14	FALSE
HNEAP_RS09755	HNEAP_RS09755	1	NC_013422.1	2097606	2098859	-	NA	NADH-quinone oxidoreductase subunit NuoD	0.5407	39	FALSE
HNEAP_RS09760	HNEAP_RS09760	1	NC_013422.1	2098862	2099596	-	NA	NADH-quinone oxidoreductase subunit C	0.551	14	FALSE
HNEAP_RS09765	HNEAP_RS09765	1	NC_013422.1	2099634	2100113	-	NA	NADH dehydrogenase subunit B	0.5583	14	FALSE
HNEAP_RS09770	HNEAP_RS09770	1	NC_013422.1	2100104	2100460	-	NA	NADH-quinone oxidoreductase subunit A	0.493	9	FALSE
HNEAP_RS09775	HNEAP_RS09775	5	NC_013422.1	2100594	2100678	-	NA	tRNA-Leu	0.6	3	FALSE
HNEAP_RS09780	HNEAP_RS09780	1	NC_013422.1	2100759	2101217	-	NA	preprotein translocase subunit SecG	0.5272	9	FALSE
HNEAP_RS09785	HNEAP_RS09785	1	NC_013422.1	2101217	2101987	-	NA	triose-phosphate isomerase	0.5707	14	FALSE
HNEAP_RS09790	HNEAP_RS09790	1	NC_013422.1	2102114	2103454	-	NA	phosphoglucosamine mutase	0.5518	25	FALSE
HNEAP_RS09795	HNEAP_RS09795	1	NC_013422.1	2103619	2104335	-	NA	cytochrome C class I	0.5467	13	TRUE
HNEAP_RS09800	HNEAP_RS09800	1	NC_013422.1	2104505	2105362	-	NA	dihydropteroate synthase	0.5688	13	FALSE
HNEAP_RS09805	HNEAP_RS09805	1	NC_013422.1	2105370	2107337	-	NA	ATP-dependent zinc metalloprotease FtsH	0.5711	22	FALSE
HNEAP_RS09810	HNEAP_RS09810	1	NC_013422.1	2107398	2108027	-	NA	23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE	0.554	14	TRUE
HNEAP_RS09815	HNEAP_RS09815	1	NC_013422.1	2108159	2108602	-	NA	copper chaperone PCu(A)C	0.5473	5	TRUE
HNEAP_RS12355	HNEAP_RS12355	1	NC_013422.1	2108599	2109318	-	NA	SCO family protein	0.5389	19	TRUE
HNEAP_RS09825	HNEAP_RS09825	1	NC_013422.1	2109535	2109855	+	NA	ribosome assembly RNA-binding protein YhbY	0.5545	8	TRUE
HNEAP_RS09830	HNEAP_RS09830	1	NC_013422.1	2109874	2110557	+	NA	leucyl/phenylalanyl-tRNA--protein transferase	0.5702	14	TRUE
HNEAP_RS09835	HNEAP_RS09835	1	NC_013422.1	2110623	2112623	+	NA	sodium/hydrogen exchanger	0.5887	23	TRUE
HNEAP_RS09840	HNEAP_RS09840	1	NC_013422.1	2112753	2112986	+	NA	hypothetical protein	0.5983	2	TRUE
HNEAP_RS09845	HNEAP_RS09845	1	NC_013422.1	2113162	2116641	+	NA	transcription-repair coupling factor	0.5954	55	TRUE
HNEAP_RS09850	HNEAP_RS09850	1	NC_013422.1	2116638	2117108	+	NA	RDD family protein	0.5648	10	TRUE
HNEAP_RS09855	HNEAP_RS09855	1	NC_013422.1	2117275	2119425	-	NA	exodeoxyribonuclease V subunit alpha	0.5867	28	TRUE
HNEAP_RS09860	HNEAP_RS09860	1	NC_013422.1	2119416	2123174	-	NA	exodeoxyribonuclease V subunit beta	0.5693	56	TRUE
HNEAP_RS09865	HNEAP_RS09865	1	NC_013422.1	2123198	2123590	-	NA	type II toxin-antitoxin system death-on-curing family toxin	0.5394	11	TRUE
HNEAP_RS09870	HNEAP_RS09870	1	NC_013422.1	2123587	2123811	-	NA	transcriptional regulator	0.48	6	FALSE
HNEAP_RS09875	HNEAP_RS09875	1	NC_013422.1	2124017	2125120	-	NA	porin	0.4955	44	FALSE
HNEAP_RS09880	HNEAP_RS09880	1	NC_013422.1	2125632	2126990	-	NA	hypothetical protein	0.5681	26	FALSE
HNEAP_RS09885	HNEAP_RS09885	1	NC_013422.1	2127020	2129941	-	NA	DUF2339 domain-containing protein	0.5866	47	TRUE
HNEAP_RS09890	HNEAP_RS09890	1	NC_013422.1	2130091	2130270	+	NA	hypothetical protein	0.5111	6	TRUE
HNEAP_RS09895	HNEAP_RS09895	1	NC_013422.1	2130303	2131508	+	NA	ADP-forming succinate--CoA ligase subunit beta	0.5929	12	FALSE
HNEAP_RS09900	HNEAP_RS09900	1	NC_013422.1	2131505	2132392	+	NA	succinate--CoA ligase subunit alpha	0.6059	15	FALSE
HNEAP_RS09905	HNEAP_RS09905	1	NC_013422.1	2132445	2134130	+	NA	NAD+ synthase	0.6008	34	FALSE
HNEAP_RS09910	HNEAP_RS09910	1	NC_013422.1	2134186	2134371	+	NA	4-oxalocrotonate tautomerase	0.5376	4	TRUE
HNEAP_RS09915	HNEAP_RS09915	1	NC_013422.1	2134383	2135084	+	NA	two-component system response regulator CreB	0.584	8	TRUE
HNEAP_RS09920	HNEAP_RS09920	1	NC_013422.1	2135081	2136511	+	NA	two-component system sensor histidine kinase CreC	0.5549	26	TRUE
HNEAP_RS09925	HNEAP_RS09925	1	NC_013422.1	2136601	2138616	+	NA	trypsin	0.5565	43	TRUE
HNEAP_RS09930	HNEAP_RS09930	1	NC_013422.1	2138603	2139358	+	NA	exosortase K	0.5661	20	TRUE
HNEAP_RS09935	HNEAP_RS09935	1	NC_013422.1	2139340	2140398	-	NA	NUDIX hydrolase	0.5675	17	TRUE
HNEAP_RS09940	HNEAP_RS09940	1	NC_013422.1	2140429	2141655	-	NA	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	0.5974	17	FALSE
HNEAP_RS09945	HNEAP_RS09945	1	NC_013422.1	2141741	2143087	-	NA	DUF945 domain-containing protein	0.5449	20	TRUE
HNEAP_RS09950	HNEAP_RS09950	1	NC_013422.1	2143151	2145913	-	NA	preprotein translocase subunit SecA	0.5632	42	FALSE
HNEAP_RS09955	HNEAP_RS09955	1	NC_013422.1	2146210	2146656	+	NA	DUF721 domain-containing protein	0.5548	9	FALSE
HNEAP_RS09960	HNEAP_RS09960	1	NC_013422.1	2146713	2147630	-	NA	UDP-3-O-acyl-N-acetylglucosamine deacetylase	0.5534	14	FALSE
HNEAP_RS09965	HNEAP_RS09965	1	NC_013422.1	2147888	2149768	-	NA	molecular chaperone HtpG	0.5534	28	TRUE
HNEAP_RS09970	HNEAP_RS09970	1	NC_013422.1	2149951	2150298	-	NA	50S ribosomal protein L19	0.5546	4	FALSE
HNEAP_RS09975	HNEAP_RS09975	1	NC_013422.1	2150315	2151073	-	NA	tRNA (guanosine(37)-N1)-methyltransferase TrmD	0.5665	10	FALSE
HNEAP_RS09980	HNEAP_RS09980	1	NC_013422.1	2151134	2151670	-	NA	ribosome maturation factor RimM	0.5326	16	FALSE
HNEAP_RS09985	HNEAP_RS09985	1	NC_013422.1	2151677	2151937	-	NA	30S ribosomal protein S16	0.5862	5	FALSE
HNEAP_RS09990	HNEAP_RS09990	1	NC_013422.1	2152104	2153399	-	NA	adenylosuccinate synthase	0.5833	30	FALSE
HNEAP_RS09995	HNEAP_RS09995	1	NC_013422.1	2153392	2154591	-	NA	ATP phosphoribosyltransferase regulatory subunit	0.5725	21	FALSE
HNEAP_RS10000	HNEAP_RS10000	1	NC_013422.1	2154726	2154944	-	NA	DUF2065 domain-containing protein	0.5297	5	TRUE
HNEAP_RS10005	HNEAP_RS10005	1	NC_013422.1	2154960	2155841	-	NA	protease modulator HflC	0.5295	13	TRUE
HNEAP_RS10010	HNEAP_RS10010	1	NC_013422.1	2155838	2156974	-	NA	protease modulator HflK	0.5699	29	TRUE
HNEAP_RS10015	HNEAP_RS10015	1	NC_013422.1	2157146	2158468	-	NA	GTPase HflX	0.5903	17	TRUE
HNEAP_RS10020	HNEAP_RS10020	1	NC_013422.1	2158468	2158746	-	NA	RNA chaperone Hfq	0.5018	5	TRUE
HNEAP_RS10025	HNEAP_RS10025	1	NC_013422.1	2158944	2159921	-	NA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	0.6022	14	FALSE
HNEAP_RS10030	HNEAP_RS10030	1	NC_013422.1	2159921	2161774	-	NA	DNA mismatch repair endonuclease MutL	0.6192	21	TRUE
HNEAP_RS10035	HNEAP_RS10035	1	NC_013422.1	2162040	2163260	-	NA	N-acetylmuramoyl-L-alanine amidase	0.5708	28	FALSE
HNEAP_RS10040	HNEAP_RS10040	1	NC_013422.1	2163510	2163713	-	NA	hypothetical protein	0.5196	4	TRUE
HNEAP_RS10045	HNEAP_RS10045	1	NC_013422.1	2163753	2164280	-	NA	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	0.5511	10	FALSE
HNEAP_RS10050	HNEAP_RS10050	1	NC_013422.1	2164317	2165879	-	NA	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	0.6008	23	TRUE
HNEAP_RS10055	HNEAP_RS10055	1	NC_013422.1	2165889	2166899	-	NA	tryptophan--tRNA ligase	0.5559	22	FALSE
HNEAP_RS10060	HNEAP_RS10060	1	NC_013422.1	2167115	2167351	+	NA	50S ribosomal protein L28	0.5654	4	FALSE
HNEAP_RS10065	HNEAP_RS10065	1	NC_013422.1	2167404	2167559	+	NA	50S ribosomal protein L33	0.4615	3	TRUE
HNEAP_RS10070	HNEAP_RS10070	1	NC_013422.1	2167684	2168529	+	NA	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	0.5615	20	TRUE
HNEAP_RS10075	HNEAP_RS10075	1	NC_013422.1	2168622	2168894	+	NA	30S ribosomal protein S20	0.5385	5	FALSE
HNEAP_RS10080	HNEAP_RS10080	1	NC_013422.1	2169063	2169692	+	NA	dioxygenase	0.5794	13	TRUE
HNEAP_RS10085	HNEAP_RS10085	1	NC_013422.1	2169947	2170684	-	NA	orotate phosphoribosyltransferase	0.5379	16	FALSE
HNEAP_RS10090	HNEAP_RS10090	1	NC_013422.1	2170746	2173328	-	NA	ATP-dependent chaperone ClpB	0.5641	35	TRUE
HNEAP_RS10095	HNEAP_RS10095	1	NC_013422.1	2173355	2173534	+	NA	hypothetical protein	0.5111	1	TRUE
HNEAP_RS10100	HNEAP_RS10100	1	NC_013422.1	2173625	2174017	+	NA	hypothetical protein	0.5573	1	TRUE
HNEAP_RS10105	HNEAP_RS10105	1	NC_013422.1	2174365	2175225	-	NA	UDP-2 3-diacylglucosamine diphosphatase	0.5563	18	TRUE
HNEAP_RS10110	HNEAP_RS10110	1	NC_013422.1	2175479	2175805	+	NA	hypothetical protein	0.4985	9	TRUE
HNEAP_RS10115	HNEAP_RS10115	1	NC_013422.1	2175815	2176315	-	NA	peptide deformylase	0.5709	6	FALSE
HNEAP_RS10120	HNEAP_RS10120	1	NC_013422.1	2176318	2176854	-	NA	amino acid-binding ACT domain-containing protein	0.5791	6	TRUE
HNEAP_RS10125	HNEAP_RS10125	1	NC_013422.1	2176882	2177646	-	NA	multi-copper polyphenol oxidoreductase	0.5948	14	TRUE
HNEAP_RS10130	HNEAP_RS10130	1	NC_013422.1	2177652	2178674	-	NA	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	0.6061	20	TRUE
HNEAP_RS10135	HNEAP_RS10135	1	NC_013422.1	2178858	2179679	+	NA	outer membrane protein assembly factor BamD	0.545	24	FALSE
HNEAP_RS10140	HNEAP_RS10140	1	NC_013422.1	2179768	2181069	+	NA	MFS transporter	0.5707	16	TRUE
HNEAP_RS10145	HNEAP_RS10145	1	NC_013422.1	2181127	2181894	-	NA	disulfide bond isomerase DsbC/G-like protein	0.5651	14	TRUE
HNEAP_RS10150	HNEAP_RS10150	1	NC_013422.1	2181947	2182882	-	NA	site-specific tyrosine recombinase XerD	0.5951	16	TRUE
HNEAP_RS12360	HNEAP_RS12360	1	NC_013422.1	2182879	2184021	-	NA	hypothetical protein	0.6054	13	TRUE
HNEAP_RS10160	HNEAP_RS10160	1	NC_013422.1	2184011	2185105	-	NA	ATPase AAA	0.6027	15	TRUE
HNEAP_RS10165	HNEAP_RS10165	1	NC_013422.1	2185303	2187255	+	NA	acetate--CoA ligase	0.5837	37	TRUE
HNEAP_RS10170	HNEAP_RS10170	1	NC_013422.1	2187252	2188046	+	NA	hypothetical protein	0.5296	17	TRUE
HNEAP_RS10175	HNEAP_RS10175	1	NC_013422.1	2188306	2188698	-	NA	30S ribosomal protein S9	0.5674	6	FALSE
HNEAP_RS10180	HNEAP_RS10180	1	NC_013422.1	2188716	2189144	-	NA	50S ribosomal protein L13	0.5291	10	FALSE
HNEAP_RS10185	HNEAP_RS10185	1	NC_013422.1	2189471	2190715	+	NA	(Fe-S)-binding protein	0.596	21	TRUE
HNEAP_RS10190	HNEAP_RS10190	1	NC_013422.1	2190770	2191084	+	NA	hypothetical protein	0.419	14	TRUE
HNEAP_RS10195	HNEAP_RS10195	1	NC_013422.1	2191094	2191510	-	NA	peroxiredoxin	0.5659	4	TRUE
HNEAP_RS10200	HNEAP_RS10200	1	NC_013422.1	2191507	2192316	-	NA	indole-3-glycerol-phosphate synthase	0.584	7	FALSE
HNEAP_RS10205	HNEAP_RS10205	1	NC_013422.1	2192309	2193367	-	NA	anthranilate phosphoribosyltransferase	0.6081	14	FALSE
HNEAP_RS10210	HNEAP_RS10210	1	NC_013422.1	2193678	2194604	+	NA	glycine--tRNA ligase subunit alpha	0.5912	21	FALSE
HNEAP_RS10215	HNEAP_RS10215	1	NC_013422.1	2194652	2196730	+	NA	glycine--tRNA ligase subunit beta	0.5974	27	FALSE
HNEAP_RS10220	HNEAP_RS10220	1	NC_013422.1	2196737	2197510	+	NA	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.5633	14	FALSE
HNEAP_RS10225	HNEAP_RS10225	1	NC_013422.1	2197495	2197974	-	NA	hypothetical protein	0.5583	7	TRUE
HNEAP_RS10230	HNEAP_RS10230	1	NC_013422.1	2198141	2198851	+	NA	hypothetical protein	0.5527	13	TRUE
GFF2046		7	NC_013422.1	2198879	2199427	-	NA	hypothetical protein	0.5902	6	TRUE
HNEAP_RS10240	HNEAP_RS10240	1	NC_013422.1	2199465	2200007	-	NA	rRNA large subunit pseudouridine synthase E	0.5654	7	TRUE
HNEAP_RS10245	HNEAP_RS10245	1	NC_013422.1	2200021	2200995	-	NA	5'-3' exonuclease	0.6154	15	TRUE
HNEAP_RS10250	HNEAP_RS10250	1	NC_013422.1	2200992	2202254	-	NA	malate dehydrogenase	0.6002	23	FALSE
HNEAP_RS10255	HNEAP_RS10255	1	NC_013422.1	2202630	2202944	+	NA	chorismate mutase	0.5143	7	TRUE
HNEAP_RS10260	HNEAP_RS10260	1	NC_013422.1	2203075	2204169	+	NA	phosphate porin	0.5763	18	TRUE
HNEAP_RS10265	HNEAP_RS10265	1	NC_013422.1	2204266	2204502	+	NA	hypothetical protein	0.3755	10	FALSE
HNEAP_RS10270	HNEAP_RS10270	1	NC_013422.1	2204620	2205594	+	NA	zinc ribbon domain-containing protein	0.4144	45	TRUE
HNEAP_RS10275	HNEAP_RS10275	1	NC_013422.1	2206117	2207964	-	NA	GGDEF domain-containing response regulator	0.5482	27	TRUE
HNEAP_RS10280	HNEAP_RS10280	1	NC_013422.1	2208018	2211521	-	NA	sensor histidine kinase	0.5374	70	TRUE
HNEAP_RS10285	HNEAP_RS10285	1	NC_013422.1	2211863	2212513	-	NA	cell envelope biogenesis protein OmpA	0.596	22	TRUE
HNEAP_RS10290	HNEAP_RS10290	1	NC_013422.1	2212638	2213801	-	NA	8-amino-7-oxononanoate synthase	0.6306	19	FALSE
HNEAP_RS10295	HNEAP_RS10295	1	NC_013422.1	2213831	2215792	+	NA	sensor histidine kinase	0.5622	34	TRUE
HNEAP_RS10300	HNEAP_RS10300	1	NC_013422.1	2215848	2217227	+	NA	sigma-54-dependent Fis family transcriptional regulator	0.5703	21	TRUE
HNEAP_RS10305	HNEAP_RS10305	1	NC_013422.1	2217243	2218322	-	NA	hypothetical protein	0.5435	30	TRUE
HNEAP_RS10310	HNEAP_RS10310	1	NC_013422.1	2218620	2219090	+	NA	thiosulfate oxidation carrier protein SoxY	0.5456	12	FALSE
HNEAP_RS10315	HNEAP_RS10315	1	NC_013422.1	2219148	2219453	+	NA	thiosulfate oxidation carrier complex protein SoxZ	0.4641	8	FALSE
HNEAP_RS10320	HNEAP_RS10320	1	NC_013422.1	2219729	2220700	-	NA	prolyl aminopeptidase	0.5885	16	TRUE
HNEAP_RS10325	HNEAP_RS10325	1	NC_013422.1	2220814	2221656	+	NA	tRNA 2-thiocytidine(32) synthetase TtcA	0.5872	11	TRUE
HNEAP_RS10330	HNEAP_RS10330	1	NC_013422.1	2221653	2222594	+	NA	lipid A biosynthesis acyltransferase	0.5998	11	TRUE
HNEAP_RS10335	HNEAP_RS10335	1	NC_013422.1	2222591	2223574	-	NA	lipid A biosynthesis acyltransferase	0.5772	19	FALSE
HNEAP_RS10340	HNEAP_RS10340	1	NC_013422.1	2223571	2225022	-	NA	potassium transporter	0.553	29	FALSE
HNEAP_RS10345	HNEAP_RS10345	1	NC_013422.1	2225052	2226428	-	NA	Trk system potassium transporter TrkA	0.5955	16	FALSE
HNEAP_RS10350	HNEAP_RS10350	1	NC_013422.1	2226454	2227839	-	NA	sigma-54-dependent Fis family transcriptional regulator	0.57	24	FALSE
HNEAP_RS10355	HNEAP_RS10355	1	NC_013422.1	2227852	2230347	-	NA	hypothetical protein	0.5629	42	FALSE
HNEAP_RS10360	HNEAP_RS10360	1	NC_013422.1	2230299	2230943	-	NA	DUF4390 domain-containing protein	0.569	4	FALSE
HNEAP_RS10365	HNEAP_RS10365	1	NC_013422.1	2230909	2232453	-	NA	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	0.5935	14	TRUE
HNEAP_RS10370	HNEAP_RS10370	1	NC_013422.1	2232386	2233321	-	NA	methionyl-tRNA formyltransferase	0.6122	23	FALSE
HNEAP_RS10375	HNEAP_RS10375	1	NC_013422.1	2233318	2233833	-	NA	peptide deformylase	0.5543	6	FALSE
HNEAP_RS10380	HNEAP_RS10380	1	NC_013422.1	2234184	2235374	+	NA	LysM peptidoglycan-binding domain-containing protein	0.5542	28	TRUE
HNEAP_RS10385	HNEAP_RS10385	1	NC_013422.1	2235483	2236559	+	NA	DNA-protecting protein DprA	0.6026	14	TRUE
HNEAP_RS10390	HNEAP_RS10390	1	NC_013422.1	2236607	2237107	+	NA	DUF494 domain-containing protein	0.5469	6	TRUE
HNEAP_RS10395	HNEAP_RS10395	1	NC_013422.1	2237151	2239655	+	NA	DNA topoisomerase I	0.584	44	FALSE
HNEAP_RS10400	HNEAP_RS10400	1	NC_013422.1	2239725	2240282	+	NA	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	0.6308	9	FALSE
HNEAP_RS10405	HNEAP_RS10405	1	NC_013422.1	2240463	2241404	+	NA	oxygen-dependent coproporphyrinogen oxidase	0.5924	22	FALSE
HNEAP_RS10410	HNEAP_RS10410	1	NC_013422.1	2241428	2242264	-	NA	nuclease	0.5687	18	TRUE
HNEAP_RS10415	HNEAP_RS10415	1	NC_013422.1	2242284	2242529	-	NA	type B 50S ribosomal protein L31	0.4878	6	FALSE
HNEAP_RS10420	HNEAP_RS10420	1	NC_013422.1	2242722	2243465	-	NA	ComF family protein	0.5618	12	TRUE
HNEAP_RS10425	HNEAP_RS10425	1	NC_013422.1	2243511	2243933	+	NA	hypothetical protein	0.4917	15	TRUE
HNEAP_RS10430	HNEAP_RS10430	1	NC_013422.1	2243987	2245030	+	NA	biotin synthase BioB	0.5996	11	FALSE
HNEAP_RS10435	HNEAP_RS10435	1	NC_013422.1	2245352	2247055	+	NA	hypothetical protein	0.5763	45	TRUE
HNEAP_RS10440	HNEAP_RS10440	1	NC_013422.1	2247324	2247743	-	NA	DUF4168 domain-containing protein	0.5524	8	TRUE
HNEAP_RS10445	HNEAP_RS10445	1	NC_013422.1	2247894	2249294	-	NA	sigma-54-dependent Fis family transcriptional regulator	0.5739	26	TRUE
HNEAP_RS10450	HNEAP_RS10450	1	NC_013422.1	2249291	2250742	-	NA	signal transduction histidine kinase	0.5551	31	TRUE
HNEAP_RS10455	HNEAP_RS10455	1	NC_013422.1	2250990	2251271	-	NA	XRE family transcriptional regulator	0.5674	4	FALSE
HNEAP_RS10460	HNEAP_RS10460	1	NC_013422.1	2251268	2251606	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.5192	4	TRUE
HNEAP_RS10465	HNEAP_RS10465	1	NC_013422.1	2251878	2252390	-	NA	hypothetical protein	0.5828	15	TRUE
HNEAP_RS10470	HNEAP_RS10470	1	NC_013422.1	2252367	2252609	+	NA	hypothetical protein	0.5432	9	TRUE
HNEAP_RS10475	HNEAP_RS10475	1	NC_013422.1	2252652	2252960	-	NA	hypothetical protein	0.4013	17	TRUE
HNEAP_RS10480	HNEAP_RS10480	1	NC_013422.1	2253635	2254642	-	NA	hypothetical protein	0.5377	39	TRUE
HNEAP_RS10485	HNEAP_RS10485	1	NC_013422.1	2254933	2259978	-	NA	hypothetical protein	0.5666	149	TRUE
HNEAP_RS10490	HNEAP_RS10490	1	NC_013422.1	2260069	2260764	-	NA	hypothetical protein	0.556	16	TRUE
HNEAP_RS10495	HNEAP_RS10495	1	NC_013422.1	2261083	2262591	-	NA	anthranilate synthase component I	0.5918	30	FALSE
HNEAP_RS10500	HNEAP_RS10500	1	NC_013422.1	2262695	2263375	-	NA	phosphoglycolate phosphatase	0.5389	15	FALSE
HNEAP_RS10505	HNEAP_RS10505	1	NC_013422.1	2263398	2264084	-	NA	phosphoglycolate phosphatase	0.5575	14	TRUE
HNEAP_RS10510	HNEAP_RS10510	1	NC_013422.1	2264084	2264779	-	NA	ribulose-phosphate 3-epimerase	0.5647	9	FALSE
HNEAP_RS12365	HNEAP_RS12365	1	NC_013422.1	2264888	2265472	-	NA	SPOR domain-containing protein	0.5709	7	TRUE
HNEAP_RS10520	HNEAP_RS10520	1	NC_013422.1	2265503	2267269	-	NA	arginine--tRNA ligase	0.5739	39	FALSE
HNEAP_RS12370	HNEAP_RS12370	1	NC_013422.1	2267473	2272557	-	NA	outer membrane autotransporter barrel domain-containing protein	0.6002	114	TRUE
HNEAP_RS10530	HNEAP_RS10530	1	NC_013422.1	2272682	2273545	+	NA	AraC family transcriptional regulator	0.5683	13	TRUE
HNEAP_RS10535	HNEAP_RS10535	1	NC_013422.1	2273640	2274251	+	NA	GTP cyclohydrolase I FolE	0.5703	12	FALSE
